1;4,0000
2;3,0000
3;3,0000
4;1,0000
5;2,0000
6;3,0000
7;6,0000
8;2,0000
9;6,0000
10;2,0000
11;1,0000
12;3,0000
13;2,0000
14;5,0000
15;4,0000
16;3,0000
17;6,0000
18;2,0000
19;2,0000
20;4,0000
21;5,0000
22;3,0000
23;3,0000
24;5,0000
25;2,0000
26;4,0000
27;2,0000
28;6,0000
29;2,0000
30;3,0000
31;3,0000
32;3,0000
33;1,0000
34;4,0000
35;0,0000
36;3,0000
37;2,0000
38;4,0000
39;1,0000
40;0,0000
41;5,0000
42;6,0000
43;3,0000
44;3,0000
45;4,0000
46;5,0000
47;7,0000
48;1,0000
49;2,0000
50;3,0000
51;2,0000
52;7,0000
53;2,0000
54;3,0000
55;3,0000
56;3,0000
57;5,0000
58;3,0000
59;4,0000
60;2,0000
61;3,0000
62;3,0000
63;3,0000
64;3,0000
65;3,0000
66;2,0000
67;5,0000
68;4,0000
69;4,0000
70;4,0000
71;3,0000
72;1,0000
73;5,0000
74;7,0000
75;4,0000
76;2,0000
77;3,0000
78;4,0000
79;2,0000
80;3,0000
81;6,0000
82;4,0000
83;4,0000
84;7,0000
85;3,0000
86;9,0000
87;7,0000
88;2,0000
89;1,0000
90;2,0000
91;2,0000
92;1,0000
93;6,0000
94;2,0000
95;2,0000
96;1,0000
97;2,0000
98;5,0000
99;2,0000
100;2,0000
101;0,0000
102;1,0000
103;2,0000
104;5,0000
105;2,0000
106;2,0000
107;0,0000
108;0,0000
109;4,0000
110;3,0000
111;5,0000
112;0,0000
113;0,0000
114;4,0000
115;2,0000
116;3,0000
117;3,0000
118;4,0000
119;3,0000
120;6,0000
121;5,0000
122;1,0000
123;4,0000
124;2,0000
125;3,0000
126;1,0000
127;4,0000
128;1,0000
129;5,0000
130;3,0000
131;5,0000
132;4,0000
133;1,0000
134;7,0000
135;5,0000
136;1,0000
137;3,0000
138;4,0000
139;4,0000
140;5,0000
141;2,0000
142;4,0000
143;2,0000
144;4,0000
145;4,0000
146;5,0000
147;3,0000
148;2,0000
149;2,0000
150;2,0000
151;1,0000
152;2,0000
153;1,0000
154;1,0000
155;2,0000
156;3,0000
157;5,0000
158;4,0000
159;3,0000
160;2,0000
161;2,0000
162;4,0000
163;1,0000
164;1,0000
165;4,0000
166;0,0000
167;3,0000
168;3,0000
169;4,0000
170;5,0000
171;3,0000
172;3,0000
173;4,0000
174;1,0000
175;3,0000
176;3,0000
177;2,0000
178;2,0000
179;2,0000
180;5,0000
181;3,0000
182;2,0000
183;2,0000
184;2,0000
185;6,0000
186;3,0000
187;4,0000
188;2,0000
189;0,0000
190;3,0000
191;5,0000
192;1,0000
193;1,0000
194;5,0000
195;3,0000
196;1,0000
197;2,0000
198;3,0000
199;3,0000
200;4,0000
201;2,0000
202;7,0000
203;4,0000
204;3,0000
205;6,0000
206;4,0000
207;1,0000
208;2,0000
209;7,0000
210;1,0000
211;5,0000
212;2,0000
213;1,0000
214;3,0000
215;1,0000
216;4,0000
217;1,0000
218;4,0000
219;2,0000
220;4,0000
221;2,0000
222;3,0000
223;3,0000
224;2,0000
225;2,0000
226;5,0000
